Statements,Sentiment
enormous exploding sinkhole in china swallows bus killing   cnn,sadness
at least six dead after huge sinkhole in china swallows bus and pedestrians china,sadness
the bus has been lifted out of the sinkhole that expanded to an area of  sqm within a few secs after a road collapse in,sadness
sinkhole swallows bus and passengers killing at least  news,sadness
update  people are missing and  are injured in xining china after a bus fell into a sinkhole a second collapse happ,sadness
bbc news  china sinkhole six killed as ground swallows bus,sadness
huge sinkhole swallows bus kills six in china legalnews legalupdate huge kill china to read more go on,sadness
six people have died and four more are missing,sadness
bus full of passengers is swallowed by a sinkhole before exploding via,sadness
enormous sinkhole swallows bus and passengers in china killing at least  people,sadness
enormous exploding sinkhole in china swallows bus killing   cnn,sadness
your mother is drowning in the ocean nearby is a box containing the cure for cancer you only have time to save one fro,anger
it must be sinking in now hope youve enjoyed a few celebrations ,joy
you aint gotta move a finger or pinky when we linking whatever keeps your boat afloat or ship sinking,anger
ive gone into hostile territory to canvass for bernie people tend to be much nicer face to face y,anger
at almost  am its really sinking in that this lsu team is in the running for greatest team in the past  years,joy
i escaped from a car sinking upside down in water spent the night in a tauntaun i have been trained to drive tactically,sadness
the boat is sinking group yourselves into two chaesoo lisa fckers,joy
diagnose our countrys blueschange at top will only confusesinking feeling of isolationin this world of prime lo,joy
weve all had that sinking feeling when we open a kitchen cupboard only to have everything come crashing down follow these,joy
year six have begun their new topic of sinking ships linking to that topic we had a visit from the rnli the chi,joy
youve tied yourself to a sinking shi,sadness
the realisation is sinking in that ive spent so much money time and energy on harry styles and he literally doesnt k,sadness
nasib shippers yang sudah tenggelam oh wait are they even sinking or just submerge hehehhe,joy
mary decided what was important and she did not let the daytoday get her away from that as a result she was d,joy
the countries on this proximity to the equator are hit one after ano,joy
absolutely correct point by adhir ranjan if he was a muslim then troll army would have escalated p,joy
i just realized that d news bout jongdae getting married amp him expecting a mini chen still feels so unrealits not ful,sadness
means it will take another  years to just recover the investment only no doubt the economy is sinking,joy
i almost feel bad almost live picture of warrens campaign sinking beyond repair refundwarren,sadness
ok so that was an iceberg and yep we did hit it and um we are sinking but how good are these lifeboats for half of you,joy
anybody heard the news yet about the football league revenu the glazers arent even clever on the business side eithe,joy
that sinking feeling when somebody as parents had to send their passing child  feet under serious sedeh,sadness
 little  late jubilee is a sinking ship uhuru is living in denialhe refuses to listen to wise coun,sadness
i cant hold on to anything watching everything spin with thoughts of failure sinking in by myself,joy
gods morning on christ the solid rock i stand all other ground is sinking sand standing on the promises of chris,joy
anybody heard the news yet about the football league revenu the glazers arent even clever on the business side ei,joy
going live on twitch now with the last chapter of the sinking city come watch tone as he loses his mind and pleasures a fishman   ,sadness
im the one whos sinking and falling faster in a matter of seconds,joy
hes sinking in quick sand,sadness
i always get this sinking feeling a day before schools reopenwhat if i got the day wrong keeps going off in my head,joy
indias sinking economy wallmart worlds third largest employer might move out of india  fires  india executives,joy
thats why the club is sinking deeper every season until a radical change comes in  d club,joy
is that wisdom when no foreign and local investor wants to own a sinking turkish lira how fdi did after that cut,love
yes bank shares tank another  in  days is it a sinking ship now via,joy
in the s the last time there was a major conflict with iran they sank a us naval vessel reagan responded by s,sadness
